"lat","long","strength","causalties","campaign","depiction","year","month","day","name","result","desc"
"5.43333","100.333","1protected cruiser, 2destroyers, 1light cruiser, 1 cruiser","36 wounded, 1 protected cruiser, 88 killed,, 1 destroyer, 47 killed,, 121 wounded","World_War_I","https://upload.wikimedia.org/wikipedia/commons/b/bf/Cmglee_Penang_Mousquet_memorial.jpg","1914","10","28","Battle of Penang","German victory","The Battle of Penang occurred on 28 October 1914, during World War I. It was a naval action in the Strait of Malacca, in which the German cruiser SMS Emden sank two Allied warships."
"50.922","2.963","7 divisions, plus 6 divisions in reserve, 10+ divisions","II Anzac Corps: ~5,700, Fifth Army: ~4,500, 9 October: Second Army:, I Anzac Corps: 1,253","World_War_I, Battle_of_Passchendaele","https://upload.wikimedia.org/wikipedia/commons/0/0f/German_defences_east_of_Ypres_mid-1917.jpg","1917","10","9","Battle of Poelcappelle","Inconclusive","The Battle of Poelcappelle was fought in Flanders, Belgium, on 9 October 1917 by the British Second Army and Fifth Army against the German 4th Army, during the First World War. The battle marked the end of the string of highly successful British attacks in late September and early October, during the Third Battle of Ypres. Only the supporting attack in the north achieved a substantial advance. On the main front, the German defences withstood the limited amount of artillery fire achieved by the British after the attack of 4 October. The ground along the main ridges had been severely damaged by shelling and rapidly deteriorated in the rains, which began again on 3 October, turning some areas back into swamps. Dreadful ground conditions had more effect on the British, who needed to move large amounts of artillery and ammunition to support the next attack. The battle was a defensive success for the 4th Army, although costly to both sides. The weather and ground conditions put severe strain on all the infantry involved and led to many wounded being stranded on the battlefield. Early, misleading information and delays in communication led Plumer and Haig to plan the attack of 12 October (the First Battle of Passchendaele) under the impression that a substantial advance had taken place at Passchendaele ridge when most of the captured ground had been lost to German counter-attacks."
"46.3789","10.5667","307th and 308thAlpiniCompanies of the Battalion \Monte Ortler\, 150KaiserschÃ¼tzen(3rd KuKKaiserjÃ¤gerRegiment)","10 killed","Italian_front_(World_War_I), World_War_I","https://upload.wikimedia.org/wikipedia/commons/a/ac/Battle.of.San.Matteo.memorial.jpg","1918","9","3","Battle of San Matteo","Austro-Hungarian victory",NA
"40.3381","42.573","118,660, 218 artillery pieces, 60,000â€“80,000","16,000 killed and wounded, 12,000 sick","World_War_I, Caucasus_campaign","https://upload.wikimedia.org/wikipedia/commons/1/1f/Sarikam.jpg","1914","12","22",NA,"Russian victory","The Battle of Sarikamish was an engagement between the Russian and Ottoman empires during World War I. It took place from December 22, 1914, to January 17, 1915, as part of the Caucasus campaign. The battle resulted in a Russian victory. The Ottomans employed a strategy which demanded highly mobile troops, capable of arriving at specified objectives at precise times. This approach was based both on German and Napoleonic tactics. The Ottoman troops, ill-prepared for winter conditions, suffered major casualties in the Allahuekber Mountains. Around 25,000 Ottoman soldiers froze to death before the start of the battle. After the battle, Ottoman Minister of War Enver Pasha, who had planned the Ottoman strategy in Sarikamish, publicly blamed his defeat on the Armenians and the battle served as a prelude to the Armenian genocide."
"49.9008","3.62833","Fifth Army, 2nd Army","1,700 captured, 10,000 casualties","World_War_I, Great_Retreat","https://upload.wikimedia.org/wikipedia/commons/a/aa/German_and_Allied_positions,_23_August_-_5_September_1914.jpg","1914","8","30","Battle of St Quentin/Battle of Guise","German victory","The Battle of St. Quentin (also called the First Battle of Guise (French: 1ere Bataille de Guise) was fought from 29 to 30 August 1914, during the First World War."
"61.1163","24.8317","ca. 4,000â€“5,000, ca. 400","48 killed","Finnish_Civil_War, World_War_I, Eastern_Front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/c/c7/Godert_von_Reden.jpg","1918","4","29","Battle of Syrjäntaka","Red breakthrough","Battle of Syrjäntaka was a 1918 Finnish Civil War battle fought 28-29 April in Syrjäntaka, Tuulos, between the German Baltic Sea Division and the Finnish Red Guards. Thousands of Red refugees were fleeing east, while they were blocked by a small unit of Germans in a highway crossing in the small village of Syrjäntaka. After hours of desperate fighting, the Reds managed to break through and continue their journey. Battle of Syrjäntaka and the preceding battle in Hauho were the only battles the Germans lost during their one-month military campaign in Finland. They were also the last Red victories of the Civil War. The battle itself was totally unnecessary. It had no effect to the result of the war and either side gained nothing as the Reds were captured only a couple of days later."
"53.4958","20.1344","230,000, 150,000, 294 machine guns, 384 machine guns, 612 guns and howitzers, 728 guns and howitzers","----Other Estimate:, 1,726+ KIA, 13,873+:, 21â€“30 August:, 4,686 MIA, 7,461 WIA, about 30,000 dead and wounded","World_War_I, Eastern_Front_(World_War_I), Russian_invasion_of_East_Prussia_(1914)","https://upload.wikimedia.org/wikipedia/commons/5/57/Usdau1.jpg","1914","8","30","Battle of Tannenberg","German victory, * Russia retreats fromEast Prussia, * Near destruction of the Russian 1st and 2nd Armies","The Battle of Tannenberg, also known as the Second Battle of Tannenberg, was fought between Russia and Germany between 26 and 30 August 1914, the first month of World War I. The battle resulted in the almost complete destruction of the Russian Second Army and the suicide of its commanding general, Alexander Samsonov. A series of follow-up battles (First Masurian Lakes) destroyed most of the First Army as well and kept the Russians off balance until the spring of 1915. The battle is particularly notable for fast rail movements by the German Eighth Army, enabling them to concentrate against each of the two Russian armies in turn, first delaying the First Army and then destroying the Second before once again turning on the First days later. It is also notable for the failure of the Russians to encode their radio messages, broadcasting their daily marching orders in the clear, which allowed the Germans to make their movements with the confidence they would not be flanked. The almost miraculous outcome brought considerable prestige to Field Marshal Paul von Hindenburg and his rising staff-officer Erich Ludendorff. Although the battle actually took place near Allenstein (Olsztyn), Hindenburg named it after Tannenberg, 30 km (19 mi) to the west, in order to avenge the Teutonic Knights' defeat at the First Battle of Tannenberg 500 years earlier."
"9.34117","12.8732","unknown","2 officers","World_War_I, Kamerun_campaign","https://upload.wikimedia.org/wikipedia/commons/c/cd/Reichskolonialflagge.svg","1914","8","25","Battle of Tepe","British victory","The Battle of Tepe (or Tebe) on 25 August 1914 was the first skirmish between German and British forces during the Kamerun Campaign in of the First World War. The conflict took place on the border between British Nigeria and German Kamerun, ending in British victory and German withdrawal from the station."
"-6.14833","39.1933","1 light cruiser, 1 protected cruiser, 1 tugboat","None","World_War_I","https://upload.wikimedia.org/wikipedia/commons/f/f9/HMS_Pegasus_(1897).jpg","1914","9","20","Battle of Zanzibar","German victory","The Battle of Zanzibar was an encounter between the German Kaiserliche Marine and the British Royal Navy early in the First World War. While taking on coal in the delta of the Rufiji River in German East Africa, the German cruiser SMS Königsberg learned that a British cruiser, HMS Pegasus, which had been part of the Royal Navy's Cape Squadron sent to counter Königsberg, had put in at Zanzibar for repairs. Königsberg's captain, Commander Max Looff, decided to attack Pegasus while she was in port. On 20 September 1914 Königsberg sailed past the picket ship HMS Helmuth at the entrance to Zanzibar harbour. Helmuth was unable to warn Pegasus of Königsberg's approach, with the result that when Konigsberg opened fire she took Pegasus entirely by surprise. As a result, Pegasus suffered severe damage before she was even able to return fire. Königsberg's guns out-ranged those on Pegasus, which was consequently unable to damage her opponent. The one-sided battle ended in a German victory, Pegasus sank later that day, having lost 38 crew dead."
"50.5719","2.74472","2 battalions","850â€“1,366","Western_Front_(World_War_I), World_War_I","https://upload.wikimedia.org/wikipedia/commons/b/be/Richebourg-l'Avou%C3%83%C2%A9_area,_1915-1916.png","1916","6","30","Battle of the Boar's Head","See [[#Aftermath","The Battle of the Boar's Head was an attack on 30 June 1916 at Richebourg-l'Avoué in France, during the First World War. Troops of the 39th Division, XI Corps in the First Army of the British Expeditionary Force (BEF), advanced to capture the Boar's Head, a salient held by the German 6th Army. Two battalions of the 116th Brigade, with one battalion forming carrying parties, attacked the German front position before dawn on 30 June. The British took and held the German front line trench and the second trench for several hours, before retiring to their lines having lost 850-1,366 casualties. The operation was conducted when the British armies on the Western Front north of the Somme, supported the Fourth Army during the Battle of the Somme (1 July to 18 November). The British Third, First and Second armies conducted 310 raids against the Germans up to November 1916, harassing the Germans opposite to give novice divisions experience of fighting on the Western Front, to inflict casualties and to prevent German troops from being transferred to the Somme. From 19 to 20 July, XI Corps conducted the much bigger Battle of Fromelles, where British and Australian troops suffered an even greater number of casualties."
"-52.4994","-56.1664","2 battlecruisers, 2 light cruisers, 3 armoured cruisers, 1 armed merchant cruiser, 2 armoured cruisers, 3 light cruisers, 1 grounded pre-dreadnought, 3 transport ships","19 wounded, 10 killed","World_War_I","https://upload.wikimedia.org/wikipedia/commons/c/c6/Falklandschlacht.jpg","1914","12","8","Battle of the Falkland Islands","British victory","The Battle of the Falkland Islands was a First World War naval action between the British Royal Navy and Imperial German Navy on 8 December 1914 in the South Atlantic. The British, after their defeat at the Battle of Coronel on 1 November, sent a large force to track down and destroy the German cruiser squadron. The battle is commemorated every year on 8 December in the Falkland Islands as a public holiday. Admiral Graf Maximilian von Spee commanding the German squadron of two armoured cruisers, SMS Scharnhorst and Gneisenau, the light cruisers SMS Nürnberg, Dresden and Leipzig, and the colliers SS Baden, SS Santa Isabel, and SS Seydlitz attempted to raid the British supply base at Stanley in the Falkland Islands. The British squadron consisting of the battlecruisers HMS Invincible and Inflexible, the armoured cruisers HMS Carnarvon, Cornwall and Kent, the armed merchant cruiser HMS Macedonia and the light cruisers HMS Bristol and Glasgow had arrived in the port the day before. Visibility was at its maximum, the sea was placid with a gentle breeze, and the day was bright and sunny. The vanguard cruisers of the German squadron were detected early. By nine o'clock that morning, the British battlecruisers and cruisers were in hot pursuit of the German vessels. All except Dresden and Seydlitz were hunted down and sunk."
"40.2414","26.2884","600, Unknown","372 killed and wounded","World_War_I, Gallipoli_campaign","https://upload.wikimedia.org/wikipedia/commons/6/60/Harold_Rush_headstone_closeup.jpg","1915","8","7","Battle of the Nek","Ottoman victory","The Battle of the Nek (Turkish: Kılıçbayır Muharebesi) was a minor battle that took place on 7 August 1915, during the Gallipoli campaign of World War I. The Nek was a narrow stretch of ridge on the Gallipoli Peninsula. The name derives from the Afrikaans word for a mountain pass but the terrain itself was a perfect bottleneck and easy to defend, as had been proven during an Ottoman attack in June. It connected Australian and New Zealand trenches on the ridge known as Russell's Top to the knoll called Baby 700 on which the Ottoman defenders were entrenched. The campaign on the Gallipoli Peninsula had begun in April 1915, but over the following months had developed into a stalemate. In an effort to break the deadlock, the British and their allies launched an offensive to capture the Sari Bair range. As part of this effort, a feint attack by Australian troops was planned at the Nek to support New Zealand troops assaulting Chunuk Bair. Early on 7 August 1915, two regiments of the Australian 3rd Light Horse Brigade, one of the formations under the command of Major General Alexander Godley for the offensive, mounted a futile bayonet attack on the Ottoman trenches on Baby 700. Due to poor co-ordination and inflexible decision making, the Australians suffered heavy casualties for no gain. A total of 600 Australians took part in the assault, assaulting in four waves; 372 were killed or wounded. Ottoman casualties were negligible."
"51.1528","2.72306","Britain: 3monitors, 60,000â€“85,000 men, France: 6,600 men (1,450 infantry), auxiliary ships, Belgium: 52,000 men","Belgium: 3,500 killed, 15,000 wounded","World_War_I, Race_to_the_Sea","https://upload.wikimedia.org/wikipedia/commons/d/d9/Fall_of_Antwerp_and_the_Allied_retreat,_1914.jpg","1914","10","31","Battle of the Yser","Allied victory","The Battle of the Yser (French: Bataille de l'Yser, Dutch: Slag om de IJzer) was a battle of the First World War that took place in October 1914 between the towns of Nieuwpoort and Diksmuide, along a 35 km (22 mi) stretch of the Yser River and the Yperlee Canal, in Belgium. The front line was held by a large Belgian force, which halted the German advance in a costly defensive battle. The victory at the Yser allowed Belgium to retain a small strip of territory, with Germany in control of 95 per cent of Belgian territory, which made King Albert a Belgian national hero, sustained national pride and provided a venue for commemorations of heroic sacrifice for the next hundred years."
"53.2892","3.47417","1 light cruiser, 4 destroyers, 4 torpedo boats","5 wounded, 3 destroyers lightly damaged","World_War_I","https://upload.wikimedia.org/wikipedia/commons/0/0e/GermanSeventhHalfFlotilla.jpg","1914","10","17","Battle off Texel","British victory","The Battle off Texel, also known as the Action off Texel or the Action of 17 October 1914, was a naval battle off the coast of the Dutch island of Texel during the First World War. A British squadron, comprising one light cruiser and four destroyers on a routine patrol, encountered the German 7th Half Flotilla of torpedo boats which was en route to the British coast to lay mines. The British forces attacked and the outgunned German force attempted to flee and then fought a desperate and ineffective action against the British force, which sank all four German boats. The battle resulted in the loss of the German torpedo boat squadron and prevented the mining of busy shipping lanes, such as the mouth of the River Thames. The British had few casualties and little damage to their vessels. The battle influenced the tactics and deployments of the remaining German torpedo boat flotillas in the North Sea area, as the loss shook the faith of their commanders in the effectiveness of the force."
"50.7667","2.81667","part of 2 regiments, part of 2 divisions","unknown","World_War_I, Western_Front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/4/45/German_cloud_gas_attack_at_Wulverghem_with_locations_of_aid_posts_and_advanced_dressing_stations.png","1916","6, 4","17, 30","Gas attacks at Wulverghem","British victory","The Gas attacks at Wulverghem (30 April and 17 June 1916) were German cloud gas releases during the First World War on British troops in the municipality of Heuvelland, near Ypres in the Belgian province of West Flanders. The gas attacks were part of the sporadic fighting between battles in the Ypres Salient on the Western Front. The British Second Army held the ground from Messines Ridge northwards to Steenstraat and the divisions opposite the German XXIII Reserve Corps had received warnings of a gas attack. From 21 to 23 April, British artillery-fire exploded several gas cylinders in the German lines around Spanbroekmolen, which released greenish-yellow clouds. A gas alert was given on 25 April when the wind began to blow from the north-east and routine work was suspended; on 29 April, two German soldiers deserted and warned that an attack was imminent. Just after midnight on 30 April, the German attack began and over no man's land, a gas cloud drifted on the wind into the British defences, then south-west towards Bailleul. The gas used at Wulverghem was a mixture of chlorine and phosgene, which had been used against British troops on 19 December 1915 in the phosgene attack at Wieltje, north-east of Ypres. This and earlier gas attacks, beginning at the Second Battle of Ypres (21 April - 25 May 1915) had given the British time to replace improvised gas masks with effective mass-produced versions, obtain other anti-gas equipment and to establish anti-gas procedures. Helmets impregnated with chemicals to neutralise chlorine had been issued in several variants, each more effective than the last. By April 1916, British troops had PH helmets and some specialist troops like machine-gunners, were equipped with box respirators. The German gas attack at Wulverghem on 30 April, caused the defenders 562 gas casualties and 89 gas fatalities but German raiding parties, looking for mine entrances to destroy, were repulsed with small-arms and artillery fire. A second attempt by the Germans on 17 June caused about the same number of gas casualties but the British again easily repulsed German patrols."
"13","25","unknown number of auxiliaries armed with spears, 4,000â€“6,000 riflemen, 2,000 all ranks","5 dead, 23 wounded","World_War_I","https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_Egypt_(1882-1922).svg","1916","11","6","Anglo-Egyptian Darfur Expedition","Anglo-Egyptian victory","The Anglo-Egyptian Darfur Expedition of 1916 was a military operation by the British Empire and the Sultanate of Egypt, launched as a preemptive invasion of the Sultanate of Darfur. The sultan of Darfur Ali Dinar had been reinstated by the British after their victory in the Mahdist War but during the First World War he grew restive, refusing his customary tribute to the Sudanese government and showing partiality to the Ottoman Empire in 1915. Sirdar Reginald Wingate then organized a force of around 2,000 men; under the command of Lieutenant-Colonel Philip James Vandeleur Kelly, the force entered Darfur in March 1916 and decisively defeated the Fur Army at and occupied the capital El Fasher in May. Ali Dinar had already fled to the mountains and his attempts to negotiate a surrender were eventually broken off by the British. His location becoming known, a small force was sent after him and the sultan was killed in action in November 1916. Subsequently, Darfur was fully annexed to the British administration of the Anglo-Egyptian Sudan and remained part of Sudan upon its independence."
"50.3733","2.81139","4 regiments (part), 4 brigades (part)","22â€“25 May: 1,344","World_War_I, Western_Front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/c/c3/60pdrsFeuchyBattleOfArras1917.jpg","1916","5","22","\German attack on Vimy Ridge (\, \)\","German victory","The German attack on Vimy Ridge (Unternehmen Schleswig-Holstein/Operation Schleswig-Holstein) was a local attack on the Western Front on 21 May 1916, during the First World War. The Germans intended to prevent mines being blown under German positions by capturing the British front line and mine gallery entrances. After the Third Battle of Artois (25 September - 4 November 1915) The French Tenth Army had held positions on the western slope of Vimy Ridge and the German 6th Army occupied positions on the steeper eastern slope. During the Battle of Verdun (21 February - 18 December 1916), the Tenth Army was withdrawn and the British First Army and Third Army on either flank, took over the French positions. The mine warfare waged by the French was continued by the British, exploiting the advantage of being on the dip slope and only having to dig horizontally into the ridge to undermine German positions. The Germans, on the steeper scarp slope, had to dig down before they could dig horizontally, a disadvantage made worse by a shortage of manpower and mining equipment. An attack was planned by the Germans to capture the British positions, from which mine galleries were being dug under the German defences. Success would gain more defensive depth and forestall mine attacks on the German positions before the British could organise their defences on the ridge. The Germans attacked on 21 May and were able to consolidate their objectives before the British could conduct counter-attacks powerful enough to recapture the ground. In the attack and its aftermath the Germans suffered 1,344 casualties against the 2,475 British losses. A British plan to recapture the front positions and take the German side of the ridge was cancelled because of the demand for men and equipment for the forthcoming Battle of the Somme. The Attack on the Gommecourt Salient took priority over another attack on the ridge. British planning continued and became the basis for the much larger attack by the Canadian Corps at the Battle of Vimy Ridge (9-12 April 1917)."
"3.8","10.1333","1, 000","4 killed, 11 wounded","World_War_I, Kamerun_campaign","https://upload.wikimedia.org/wikipedia/commons/c/cd/Reichskolonialflagge.svg","1915","1","5","Second Battle of Edea","French victory","The Second Battle of Edea was the German counter-attack against French forces stationed in the village of Edea during the Kamerun Campaign of the First World War. Allied forces from Duala occupied the town following the First Battle of Edea in October 1914. The Germans, eager to retake the position attacked on 5 January 1915 but were repulsed by the French force."
"9.3","13.4","~500","None","World_War_I, Kamerun_campaign","https://upload.wikimedia.org/wikipedia/commons/a/a0/German_trenches_in_Garua.jpg","1915","6","10","Second Battle of Garua","Allied victory","The Second Battle of Garua took place from 31 May to 10 June 1915 during the Kamerun campaign of the First World War in Garua, German Kamerun. The battle was between a combined French and British force and defending German garrison and resulted in an Allied victory."
"54.1667","8.06667","10 destroyers, 2 battleships, 4 light cruisers, 8 destroyers, 8 light cruisers, 14 minesweepers, 3battlecruisers","22 men killed, 43 wounded, 1 light cruiser damaged","World_War_I","https://upload.wikimedia.org/wikipedia/commons/c/cf/War_Ensign_of_Germany_1903-1918.svg","1917","11","17","Second Battle of Heligoland Bight","Indecisive","The Second Battle of Heligoland Bight, also the Action in the Helgoland Bight and the Zweite Seeschlacht bei Helgoland, was an inconclusive naval engagement fought between British and German squadrons on 17 November 1917 during the First World War."
"40.0789","26.2039","25,000, 20,000, 72 guns","6,500","World_War_I","https://upload.wikimedia.org/wikipedia/commons/9/99/Bundesarchiv_Bild_183-S29571,_T%C3%83%C2%BCrkei,_Dardanellen,_MG-Stellung.jpg","1915","5","8","Second Battle of Krithia","Ottoman victory","The Second Battle of Krithia (Turkish: İkinci Kirte Muharebesi) continued the Allies' attempts to advance on the Helles battlefield during the Battle of Gallipoli of the First World War. The village of Krithia and neighbouring hill of Achi Baba had to be captured in order for the British to advance up the Gallipoli peninsula to the forts that controlled passage of the Dardanelles straits. A small amount of ground was captured after two days of costly fighting, but the objectives remained out of reach."
