"lat","long","strength","causalties","campaign","depiction","year","month","day","name","result","desc"
"50.4867","2.8175","I Corps, 16th (Irish) Division, 15th (Scottish) Division, 12th (Eastern) Division, 3rd Bavarian Division, 4th Bavarian Division, II Royal Bavarian Corps","1,980 (1,260 gas casualties, 338 killed","Western_Front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/6/69/Aerial_view_Loos-Hulluch_trench_system_July_1917.jpg","1916","4","29","Gas attacks at Hulluch","British victory","The Gas Attacks at Hulluch were two German cloud gas attacks on British troops during World War I, from 27 to 29 April 1916, near the village of Hulluch, 1 mi (1.6 km) north of Loos in northern France. The gas attacks were part of an engagement between divisions of the II Royal Bavarian Corps and divisions of the British I Corps. Just before dawn on 27 April, the 16th (Irish) Division and part of the 15th (Scottish) Division were subjected to a cloud gas attack near Hulluch. The gas cloud and artillery bombardment were followed by raiding parties, which made temporary lodgements in the British lines. Two days later the Germans began another gas attack but the wind turned and blew the gas back over the German lines. A large number of German casualties were caused by the change in the wind direction and the decision to go ahead despite protests by local officers. German casualties were increased by the British, who fired on German soldiers as they fled in the open. The gas used by the German troops at Hulluch was a mixture of chlorine and phosgene, which had first been used on 19 December 1915 at Wieltje, near Ypres. The German gas was of sufficient concentration to penetrate the British PH gas helmets and the 16th (Irish) Division was unjustly blamed for poor gas discipline. It was put out that the gas helmets of the division were of inferior manufacture, to allay doubts as to the effectiveness of the helmet. Production of the Small Box Respirator, which had worked well during the attack, was accelerated."
"50.7667","2.81667","part of 2 regiments, part of 2 divisions","unknown","World_War_I, Western_Front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/4/45/German_cloud_gas_attack_at_Wulverghem_with_locations_of_aid_posts_and_advanced_dressing_stations.png","1916","6, 4","17, 30","Gas attacks at Wulverghem","British victory","The Gas attacks at Wulverghem (30 April and 17 June 1916) were German cloud gas releases during the First World War on British troops in the municipality of Heuvelland, near Ypres in the Belgian province of West Flanders. The gas attacks were part of the sporadic fighting between battles in the Ypres Salient on the Western Front. The British Second Army held the ground from Messines Ridge northwards to Steenstraat and the divisions opposite the German XXIII Reserve Corps had received warnings of a gas attack. From 21 to 23 April, British artillery-fire exploded several gas cylinders in the German lines around Spanbroekmolen, which released greenish-yellow clouds. A gas alert was given on 25 April when the wind began to blow from the north-east and routine work was suspended; on 29 April, two German soldiers deserted and warned that an attack was imminent. Just after midnight on 30 April, the German attack began and over no man's land, a gas cloud drifted on the wind into the British defences, then south-west towards Bailleul. The gas used at Wulverghem was a mixture of chlorine and phosgene, which had been used against British troops on 19 December 1915 in the phosgene attack at Wieltje, north-east of Ypres. This and earlier gas attacks, beginning at the Second Battle of Ypres (21 April - 25 May 1915) had given the British time to replace improvised gas masks with effective mass-produced versions, obtain other anti-gas equipment and to establish anti-gas procedures. Helmets impregnated with chemicals to neutralise chlorine had been issued in several variants, each more effective than the last. By April 1916, British troops had PH helmets and some specialist troops like machine-gunners, were equipped with box respirators. The German gas attack at Wulverghem on 30 April, caused the defenders 562 gas casualties and 89 gas fatalities but German raiding parties, looking for mine entrances to destroy, were repulsed with small-arms and artillery fire. A second attempt by the Germans on 17 June caused about the same number of gas casualties but the British again easily repulsed German patrols."
"50.1583","2.95667","(4,000 infantry), 3 divisions, 4 divisions, (16,000 infantry)","2,313","Western_Front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/4/4b/German_retirements_Somme_1917.png","1917","4","15","\German attack on Lagnicourt (\, \[Operation Battering Ram])\","Indecisive","The German attack on Lagnicourt (Unternehmen Sturmbock [Operation Battering Ram]) on 15 April 1917 was a military operation on the Western Front during the First World War. Four German divisions conducted a spoiling attack on the positions of the 1st Anzac Corps of the British Fifth Army. The attack was intended to delay the advance of the Fifth Army towards the Hindenburg Line, inflict casualties and destroy as much equipment, particularly artillery, as possible. Sturmbock was also to deprive the British of the means to attack Gruppe Arras (IX Reserve Corps) as it fought the Battle of Arras (9 April to 16 May 1917) and Gruppe Quéant (XIV Reserve Corps) to the south. The German commanders hoped to gain time to prepare more defences and to show that the retirement to the Hindenburg Line had not diminished German morale or the ability to attack. The Fifth Army was recovering from the First attack on Bullecourt (11 April) and preparing for the Battle of Bullecourt (3-17 May 1917), a much bigger effort. The attack by two divisions of Gruppe Quéant and two divisions of Gruppe Cambrai to its south, fell on the positions of the 1st Australian Division and the 2nd Australian Division. The Australians repulsed the attacks, except at Lagnicourt, where German troops broke in, took prisoners, destroyed six artillery pieces and captured confidential documents. Australian counter-attacks cut off some of the attackers and inflicted 2,313 casualties against 1,010 Australian. The Fifth Army hurried forward more artillery and consolidated its defences, adding more advanced posts. Preparations for the next attack at Bullecourt continued and the Germans reinforced the Hindenburg Line (Siegfriedstellung) defences in the area. The attack was criticised by German commanders, especially for its rushed preparations, sparse results and severe casualties. The British moved no reserves from the 1st Anzac Corps area and continued the offensive at Arras."
"50.3733","2.81139","4 regiments (part), 4 brigades (part)","22â€“25 May: 1,344","World_War_I, Western_Front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/c/c3/60pdrsFeuchyBattleOfArras1917.jpg","1916","5","22","\German attack on Vimy Ridge (\, \)\","German victory","The German attack on Vimy Ridge (Unternehmen Schleswig-Holstein/Operation Schleswig-Holstein) was a local attack on the Western Front on 21 May 1916, during the First World War. The Germans intended to prevent mines being blown under German positions by capturing the British front line and mine gallery entrances. After the Third Battle of Artois (25 September - 4 November 1915) The French Tenth Army had held positions on the western slope of Vimy Ridge and the German 6th Army occupied positions on the steeper eastern slope. During the Battle of Verdun (21 February - 18 December 1916), the Tenth Army was withdrawn and the British First Army and Third Army on either flank, took over the French positions. The mine warfare waged by the French was continued by the British, exploiting the advantage of being on the dip slope and only having to dig horizontally into the ridge to undermine German positions. The Germans, on the steeper scarp slope, had to dig down before they could dig horizontally, a disadvantage made worse by a shortage of manpower and mining equipment. An attack was planned by the Germans to capture the British positions, from which mine galleries were being dug under the German defences. Success would gain more defensive depth and forestall mine attacks on the German positions before the British could organise their defences on the ridge. The Germans attacked on 21 May and were able to consolidate their objectives before the British could conduct counter-attacks powerful enough to recapture the ground. In the attack and its aftermath the Germans suffered 1,344 casualties against the 2,475 British losses. A British plan to recapture the front positions and take the German side of the ridge was cancelled because of the demand for men and equipment for the forthcoming Battle of the Somme. The Attack on the Gommecourt Salient took priority over another attack on the ridge. British planning continued and became the basis for the much larger attack by the Canadian Corps at the Battle of Vimy Ridge (9-12 April 1917)."
"49.5","3.5","850,000 troops, 7,000 guns, 128 tanks","Russian: 5,183, French: 187,000","Western_Front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/f/f4/The_Nivelle_Offensive,_April-may_1917_Q69623.jpg","1917","5","9","Nivelle Offensive","Indecisive","The Nivelle offensive (16 April - 9 May 1917) was a Franco-British operation on the Western Front in the First World War which was named after General Robert Nivelle, the commander-in-chief of the French metropolitan armies, who led the offensive. The French part of the offensive was intended to be strategically decisive by breaking through the German defences on the Aisne front within 48 hours, with casualties expected to be around 10,000 men. A preliminary attack was to be made by the French Third Army at St Quentin and the British First, Third and Fifth armies at Arras, to capture high ground and divert German reserves from the French fronts on the Aisne and in Champagne. The main offensive was to be delivered by the French on the Chemin des Dames ridge (the Second Battle of the Aisne). A subsidiary attack was to be made by the Fourth Army (the Third Battle of Champagne). The final stage of the offensive was to follow the meeting of the British and French armies, having broken through the German lines, to pursue the defeated German armies towards the German frontier. The Franco-British attacks were tactically successful; the French Third Army of Groupe d'armées du Nord (GAN, Northern Army Group) captured the German defences west of the Hindenburg Line (Siegfriedstellung) near St Quentin from 1 to 4 April, before further attacks were repulsed. The British Third and First armies achieved the deepest advance since trench warfare began, along the Scarpe river in the Battle of Arras, which inflicted many casualties on the Germans, attracted reserves and captured Vimy Ridge to the north. The main French offensive on the Aisne began on 16 April and also achieved considerable tactical success but the attempt to force a strategically decisive battle on the Germans was a costly failure and by 25 April the main offensive had been suspended. The failure of the Nivelle strategy and the high number of French casualties led to mutinies, the dismissal of Nivelle, his replacement by Philippe Pétain and the adoption of a defensive strategy by the French, while their armies recuperated and rearmed. Fighting known as the Battle of the Observatories continued for local advantage all summer on the Chemin des Dames and along the Moronvilliers heights east of Reims. In late October, the French conducted the Battle of La Malmaison (23-27 October), a limited-objective attack on the west end of the Chemin-des-Dames, which forced the Germans to abandon their remaining positions on the ridge and retire across the Ailette valley. The British remained on the offensive for the rest of the year fighting the battles of Messines, 3rd Ypres and Cambrai."
"50.5","2.75","18 divisions (final), 20 divisions (final), 9 French and British divisions (initial)","French: 102,500, British: 27,809 (Aubers Ridge: 11,161, Festubert: 16,648)","Western_Front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/1/14/Die_erbitterten_K%C3%83%C2%A4mpfe_um_Lorettoh%C3%83%C2%B6he_(PK_Martin_Herpich_M%C3%83%C2%BCnchen_1915_TPk132).jpg","1915","6","18","Second Battle of Artois","See [[#Aftermath","The Second Battle of Artois (French: Deuxième bataille de l'Artois, German: Lorettoschlacht) from 9 May to 18 June 1915, took place on the Western Front during the First World War. A German-held salient from Reims to Amiens had been formed in 1914 which menaced communications between Paris and the unoccupied parts of northern France. A reciprocal French advance eastwards in Artois could cut the rail lines supplying the German armies between Arras and Reims. French operations in Artois, Champagne and Alsace from November-December 1914, led General Joseph Joffre, Generalissimo (Commander in Chief) and head of Grand Quartier Général (GQG), to continue the offensive in Champagne against the German southern rail supply route and to plan an offensive in Artois against the lines from Germany supplying the German armies in the north. Field Marshal Sir John French, commander of the British Expeditionary Force (BEF), co-operated with the French strategy to capture Vimy Ridge by planning British attacks against Aubers Ridge. The attacks would confront the German 6th Army with a joint offensive, on a 70 mi (110 km) front, eastwards into the Douai plain, where an advance of 10-15 mi (16-24 km) would cut the railways supplying the German armies as far south as Reims. The French attacked Vimy Ridge and the British attacked further north in the Battle of Aubers Ridge (9 May) and the Battle of Festubert (15-25 May). The battle was fought during the German offensive of the Second Battle of Ypres (21 April - 25 May), which the Germans ended to reinforce the Artois front. The initial French attack broke through and captured Vimy Ridge but reserve units were not able to reinforce the troops on the ridge before German counter-attacks forced them back about half-way to their jumping-off points. The British attack at Aubers Ridge was a costly failure and two German divisions in reserve were diverted south against the Tenth Army. The British offensive was suspended until 15 May, when the Battle of Festubert began and French attacks from 15 May to 15 June were concentrated on the flanks to create jumping-off points for a second general offensive, which began on 16 June. The British attacks at Festubert forced the Germans back 1.9 mi (3 km) and diverted reserves from the French but the Tenth Army gained little more ground, despite firing double the amount of artillery ammunition and many more casualties on both sides. On 18 June, the main offensive was stopped and local French attacks were ended on 25 June. The French had regained 6 sq mi (16 km2) of territory but their failure to capture Vimy Ridge, despite the expenditure of 2,155,862 shells and suffering 102,500 casualties, led to recriminations against Joffre. The defence of the ridge cost the German 6th Army 73,072 casualties. A lull in the area followed until the Third Battle of Artois in September."
"49.1844","4.54417","Fourth Army, (19 divisions), 3rd Army, (27 divisions), Second Army","145,000","Western_Front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/f/f3/Champagne_2.jpg","1915","11","6","Second Battle of Champagne","German victory","The Second Battle of Champagne (Herbstschlacht or Autumn Battle) in World War I was a French offensive against the German army at Champagne that coincided with an Anglo-French assault at north-east Artois and ended with French retreat."
"50.8994","2.94056","7 divisions, 6 British divisions, 2 French divisions","French: 2,000â€“3,000 to 21,973, British: 59,275","Western_Front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/1/13/German_Barrage_Fire_at_Night_(Ypres).jpg","1915","5","25","Second Battle of Ypres","See [[#Analysis","During the First World War, the Second Battle of Ypres was fought from 22 April - 25 May 1915 for control of the tactically important high ground to the east and south of the Flemish town of Ypres in western Belgium. The First Battle of Ypres had been fought the previous autumn. The Second Battle of Ypres was the first mass use by Germany of poison gas on the Western Front."
"49.4","3.6","53 divisions, 38 divisions","c. 187,000","Western_Front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/1/16/Chavonne_defences,_1917.jpg","24","5","9","Second Battle of the Aisne","Inconclusive","The Second Battle of the Aisne (French: Bataille du Chemin des Dames or French: Seconde bataille de l'Aisne, 16 April - mid-May 1917) was the main part of the Nivelle Offensive, a Franco-British attempt to inflict a decisive defeat on the German armies in France. The Entente strategy was to conduct offensives from north to south, beginning with an attack by the British Expeditionary Force (BEF) then the main attack by two French army groups on the Aisne. General Robert Nivelle planned the offensive in December 1916, after he replaced Joseph Joffre as Commander-in-Chief of the French Army. The objective of the attack on the Aisne was to capture the prominent 80-kilometre-long (50 mi), east-west ridge of the Chemin des Dames, 110 km (68 mi) north-east of Paris and then advance northwards to capture the city of Laon. When the French armies met the British advancing from the Arras front, the Germans would be pursued towards Belgium and the German frontier. The offensive began on 9 April, when the British began the Battle of Arras. On 16 April, the Groupe d'armées de Reserve (GAR, Reserve Army Group) attacked the Chemin des Dames and the next day, the Fourth Army, part of Groupe d'armées de Centre (GAC, Central Army Group), near Reims to the south-east, began the Battle of the Hills. The Chemin des Dames ridge had been quarried for stone for centuries, leaving a warren of caves and tunnels which were used as shelters by German troops to escape the French bombardment. The offensive met massed German machine-gun and artillery fire, which inflicted many casualties and repulsed the French infantry at many points. The French achieved a substantial tactical success and took c. 29,000 prisoners but failed to defeat decisively the German armies. The failure had a traumatic effect on the morale of the French army and many divisions mutinied. Nivelle was superseded by General Philippe Pétain, who adopted a strategy of healing and defence, to resume the wearing-out of the German Army while conserving French infantry. Pétain began a substantial programme re-equipment of the French Army, had 40-62 mutineers shot as scapegoats and provided better food, more pay and more leave, which led to a considerable improvement in morale. The new French strategy was not one of passive defence; in June and July the Fourth, Sixth and Tenth Armies conducted several limited attacks and the First Army was sent to Flanders to participate in the Third Battle of Ypres. The British prolonged the Arras offensive into mid-May, despite uncertainty about French intentions, high losses and diminishing returns, as divisions were transferred northwards to Flanders. The British captured Messines Ridge on 7 June and spent the rest of the year on the offensive in the Third Battle of Ypres (31 July - 10 November) and the Battle of Cambrai (20 November - 8 December). The mutinies in the French armies became known in general to the Germans but the cost of the defensive success on the Aisne made it impossible to reinforce Flanders and conduct more than local operations on the Aisne and in Champagne. A French attack at Verdun in August recaptured much of the ground lost in 1916 and in the Battle of La Malmaison in October captured the west end of the Chemin des Dames and forced the Germans to withdraw to the north bank of the Ailette."
"49.0833","3.66667","Total:, 1,047 field batteries, 2 Italian divisions, 346 tanks, 360 field batteries, 4 British divisions, 408 heavy guns, 44 French divisions, 52 divisions, 58 divisions, 609 heavy guns, 8 American divisions","16,552 dead or wounded, 12,000 dead or wounded, 95,165 dead or wounded, Total:, 133,051 dead or wounded, 9,334 dead or wounded","Western_Front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/b/bf/The_School_and_Belleau_Woods.jpg","1918","7","18","Second Battle of the Marne","Entente victory","The Second Battle of the Marne (French: Seconde Bataille de la Marne) (15 July - 18 July 1918) was the last major German offensive on the Western Front during the First World War. The attack failed when an Allied counterattack, supported by several hundred tanks, overwhelmed the Germans on their right flank, inflicting severe casualties. The German defeat marked the start of the relentless Allied advance which culminated in the Armistice with Germany about 100 days later."
"50.0167","2.8","United States II Corps, British Fourth Army, British Third Army, German Second Army","11,500 casualties, 5,600 casualties","Western_Front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/5/52/Gun_Carrier_Miraumont_August_1918_AWM_H04522.jpeg","1918","9","3","Second Battle of the Somme (1918)","Alliedvictory","The Second Battle of the Somme of 1918 was fought during the First World War on the Western Front from late August to early September, in the basin of the River Somme. It was part of a series of successful counter-offensives in response to the German Spring Offensive, after a pause for redeployment and supply. The most significant feature of the two 1918 Somme battles was that with the failure of the first 1918 Somme Battle (not to be confused with the 1916 Battle of the Somme) having halted what had begun as a large German offensive, the second formed the central part of the Allies' advance to the Armistice of 11 November."
"49.8939","2.29417","(10 British, 5 Australian, 4 Canadian), 1 American division, 1,104 French aircraft, 10 active divisions, 12 French divisions, 19 British Empire divisions, 365 aircraft, 4 reserve divisions, 532 tanks, 800 British aircraft","44,000 (22,000 British Empire, 22,000 French","Western_Front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/8/8a/The_Hundred_Days_Offensive,_August-november_1918_Q6917.jpg","1918","8","12","Battle of Amiens","Allied victory, * Start ofHundred Days Offensive","The Battle of Amiens, also known as the Third Battle of Picardy (French: 3ème Bataille de Picardie), was the opening phase of the Allied offensive which began on 8 August 1918, later known as the Hundred Days Offensive, that ultimately led to the end of the First World War. Allied forces advanced over 11 kilometres (7 mi) on the first day, one of the greatest advances of the war, with Gen Henry Rawlinson's British Fourth Army (with 9 of its 19 divisions supplied by the fast moving Australian Corps of Lt Gen John Monash and Canadian Corps of Lt Gen Arthur Currie) playing the decisive role. The battle is also notable for its effects on both sides' morale and the large number of surrendering German forces. This led Erich Ludendorff to later describe the first day of the battle as the black day of the German Army. Amiens was one of the first major battles involving armoured warfare."
